time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-14T10:58:51.540Z,18.3938,-67.3853,19,3.05,md,9,223,0.0943,0.04,pr,pr2020074021,2020-03-14T12:59:21.100Z,"Mona Passage, Puerto Rico",earthquake,2.85,0.65,0.25,6,reviewed,pr,pr
2020-03-14T10:22:03.770Z,19.1175,-66.825,28,3.4,md,12,221,0.7053,0.25,pr,pr2020074020,2020-03-14T16:47:33.572Z,"Puerto Rico region",earthquake,1.28,12.48,0.22,5,reviewed,pr,pr
2020-03-14T09:48:10.760Z,17.9388,-66.7601,11,2.62,md,7,228,0.1245,0.12,pr,pr2020074019,2020-03-14T11:02:04.441Z,"Puerto Rico region",earthquake,0.84,0.59,0.26,4,reviewed,pr,pr
2020-03-14T09:01:11.460Z,17.8295,-66.8698,3,2.69,md,6,259,0.1459,0.09,pr,pr2020074018,2020-03-14T09:18:40.710Z,"Puerto Rico region",earthquake,1.28,0.74,0.11,3,reviewed,pr,pr
2020-03-14T08:21:05.209Z,35.53566667,-96.76033333,7,2.63,ml,83,34,0,0.13,ok,ok2020feag,2020-03-17T00:14:56.762Z,"Oklahoma",earthquake,,0.3,0.22,33,reviewed,ok,ok
2020-03-14T07:16:56.530Z,17.9385,-66.9318,9,2.63,md,5,221,0.0641,0.04,pr,pr2020074015,2020-03-14T07:58:04.252Z,"Puerto Rico region",earthquake,0.67,0.47,0.12,3,reviewed,pr,pr
2020-03-14T07:00:37.710Z,17.9223,-66.9143,12,2.54,md,5,228,0.0634,0.09,pr,pr2020074012,2020-03-14T07:39:31.194Z,"Puerto Rico region",earthquake,1.02,0.69,0,3,reviewed,pr,pr
2020-03-14T06:42:52.530Z,17.924,-66.83,14,2.81,md,6,228,0.0709,0.09,pr,pr2020074013,2020-03-14T07:38:01.811Z,"Puerto Rico region",earthquake,1.32,0.66,0.21,4,reviewed,pr,pr
2020-03-14T06:37:21.900Z,17.9671,-67.1648,11,2.83,md,6,291,0.0678,0.05,pr,pr2020074011,2020-03-14T07:41:37.284Z,"Puerto Rico",earthquake,1.89,0.62,0.32,4,reviewed,pr,pr
2020-03-14T05:00:48.976Z,-18.5542,-69.7667,131.84,4.3,mb,,73,0.328,0.81,us,us60008fib,2020-03-14T06:54:41.040Z,"Tarapaca, Chile",earthquake,7.5,7.5,0.238,5,reviewed,us,us
2020-03-14T04:25:37.970Z,17.9388,-66.9075,11,2.94,md,8,220,0.046,0.08,pr,pr2020074010,2020-03-14T07:26:34.936Z,"Puerto Rico region",earthquake,0.87,0.48,0.47,5,reviewed,pr,pr
2020-03-14T04:12:58.770Z,17.974,-66.8225,17,2.65,md,6,201,0.0567,0.05,pr,pr2020074009,2020-03-14T05:08:49.135Z,"Puerto Rico",earthquake,1.12,0.69,0.16,5,reviewed,pr,pr
2020-03-14T04:05:53.590Z,17.886,-66.9296,6,2.72,md,5,242,0.1024,0.04,pr,pr2020074008,2020-03-14T05:08:34.623Z,"Puerto Rico region",earthquake,0.88,0.43,0.12,3,reviewed,pr,pr
2020-03-14T03:42:55.970Z,17.8813,-66.8103,7,2.83,md,8,244,0.1164,0.04,pr,pr2020074007,2020-03-14T04:08:47.238Z,"Puerto Rico region",earthquake,0.8,0.38,0.33,5,reviewed,pr,pr
2020-03-14T03:03:14.590Z,17.8853,-66.7371,6,3.06,md,6,250,0.1681,0.04,pr,pr2020074006,2020-03-14T03:35:25.812Z,"Puerto Rico region",earthquake,0.73,0.4,0.15,4,reviewed,pr,pr
2020-03-14T02:20:26.700Z,17.924,-66.5481,12,3.14,md,8,208,0.1323,0.22,pr,pr2020074005,2020-03-14T03:23:37.505Z,"Puerto Rico region",earthquake,1.28,0.8,0.25,4,reviewed,pr,pr
2020-03-14T01:34:52.150Z,17.9091,-66.9443,8,2.91,md,8,235,0.0927,0.07,pr,pr2020074004,2020-03-14T02:16:47.510Z,"Puerto Rico region",earthquake,0.68,1.04,0.03,3,reviewed,pr,pr
2020-03-14T01:27:26.607Z,-23.9407,-66.8965,220.33,4.3,mb,,58,1.534,0.76,us,us60008fgl,2020-03-14T01:41:46.040Z,"Jujuy, Argentina",earthquake,8.9,10.3,0.266,4,reviewed,us,us
2020-03-14T01:26:56.410Z,17.944,-66.9085,11,2.84,md,8,217,0.0427,0.09,pr,pr2020074003,2020-03-14T02:09:42.063Z,"Puerto Rico region",earthquake,0.82,0.44,0.33,5,reviewed,pr,pr
2020-03-14T00:01:25.130Z,17.9395,-66.5565,13,2.63,md,7,204,0.1146,0.17,pr,pr2020074000,2020-03-14T00:48:28.840Z,"Puerto Rico region",earthquake,0.93,0.59,0.31,6,reviewed,pr,pr
2020-03-13T23:21:11.370Z,17.9428,-66.8588,10,2.63,md,8,218,0.0382,0.08,pr,pr2020073030,2020-03-14T00:32:39.776Z,"Puerto Rico region",earthquake,0.86,0.38,0.31,4,reviewed,pr,pr
2020-03-13T22:29:46.700Z,17.8843,-66.7301,5,2.66,md,8,217,0.1746,0.13,pr,pr2020073028,2020-03-16T21:59:40.040Z,"Puerto Rico region",earthquake,0.92,0.56,0.29,5,reviewed,pr,pr
2020-03-13T20:06:33.990Z,17.912,-66.9395,6,3.32,md,8,224,0.0873,0.22,pr,pr2020073024,2020-03-13T22:57:26.541Z,"Puerto Rico region",earthquake,1.55,0.6,0.35,5,reviewed,pr,pr
2020-03-13T18:37:44.140Z,-4.8972,38.5527,15,4.9,mb,,37,2.572,0.5,us,us60008f7y,2020-03-15T20:19:41.366Z,"Tanzania",earthquake,8.1,4.3,0.063,82,reviewed,us,us
2020-03-13T15:11:20.560Z,17.8201,-66.828,4,2.68,md,7,262,0.1632,0.18,pr,pr2020073018,2020-03-13T15:50:10.905Z,"Puerto Rico region",earthquake,0.74,0.64,0.29,2,reviewed,pr,pr
2020-03-13T14:08:42.210Z,35.536,-96.76166667,7.88,2.86,ml,99,39,0,0.19,ok,ok2020fcqf,2020-03-16T13:43:58.040Z,"Oklahoma",earthquake,,0.5,0.21,42,reviewed,ok,ok
2020-03-13T14:01:58.680Z,17.9246,-67.0165,7,2.57,md,6,240,0.1239,0.09,pr,pr2020073016,2020-03-13T14:23:09.391Z,"Puerto Rico region",earthquake,1,0.33,0.2,3,reviewed,pr,pr
2020-03-13T13:25:20.830Z,17.9556,-66.813,11,2.8,md,8,215,0.069,0.24,pr,pr2020073015,2020-03-13T14:00:10.599Z,"Puerto Rico region",earthquake,1.39,0.8,0,3,reviewed,pr,pr
2020-03-13T13:07:29.130Z,17.8845,-66.736,3,3.19,md,9,217,0.1694,0.2,pr,pr2020073013,2020-03-16T13:53:54.040Z,"Puerto Rico region",earthquake,1.03,0.72,0.27,6,reviewed,pr,pr
2020-03-13T12:43:55.660Z,17.8906,-67.0303,7,2.54,md,3,268,0.1403,0.13,pr,pr2020073012,2020-03-13T13:20:58.182Z,"Puerto Rico region",earthquake,2.65,1.22,0,1,reviewed,pr,pr
2020-03-13T11:05:04.250Z,17.971,-66.9571,8,2.52,md,8,198,0.078,0.12,pr,pr2020073009,2020-03-13T12:13:47.484Z,"Puerto Rico",earthquake,0.67,0.86,0.02,3,reviewed,pr,pr
2020-03-13T10:44:36.000Z,17.8441,-66.8228,9,2.62,md,8,255,0.1426,0.08,pr,pr2020073010,2020-03-13T12:05:00.283Z,"Puerto Rico region",earthquake,0.77,1.08,0.31,4,reviewed,pr,pr
2020-03-13T10:35:04.640Z,17.9306,-67.01,7,2.73,md,7,236,0.1251,0.09,pr,pr2020073008,2020-03-13T11:06:34.146Z,"Puerto Rico region",earthquake,0.8,0.29,0.16,3,reviewed,pr,pr
2020-03-13T07:20:02.810Z,17.991,-66.7741,16,2.66,md,8,190,0.1063,0.21,pr,pr2020073004,2020-03-13T08:03:24.509Z,"Puerto Rico region",earthquake,1.28,1.55,0.42,7,reviewed,pr,pr
2020-03-13T07:02:04.604Z,32.6811,47.3561,10,4.8,mb,,57,2.784,0.67,us,us60008evx,2020-03-13T07:30:07.739Z,"Iran-Iraq border region",earthquake,6.4,1.9,0.06,86,reviewed,us,us
2020-03-13T04:46:39.405Z,8.2595,-82.8339,10,5.1,mb,,120,0.503,1.2,us,us60008euj,2020-03-14T04:45:38.772Z,"Panama-Costa Rica border region",earthquake,8.3,1.9,0.024,583,reviewed,us,us
2020-03-13T04:01:22.060Z,19.5866,-64.7533,52,3.86,md,9,316,1.8129,0.3,pr,pr2020073002,2020-03-13T04:36:42.250Z,"Virgin Islands region",earthquake,4.48,20.64,0.09,6,reviewed,pr,pr
2020-03-13T02:28:10.650Z,17.9053,-66.918,7,2.68,md,8,234,0.0799,0.11,pr,pr2020073001,2020-03-13T04:24:50.023Z,"Puerto Rico region",earthquake,1.22,0.35,0.41,8,reviewed,pr,pr
2020-03-13T02:08:02.620Z,-19.9839,-69.3564,108.04,5.2,mww,,75,0.246,1.11,us,us60008eru,2020-03-13T14:39:32.040Z,"Tarapaca, Chile",earthquake,5.8,3.7,0.054,33,reviewed,us,us
2020-03-12T23:44:28.927Z,-22.1711,-67.4751,205.58,4.3,mb,,52,1.013,0.98,us,us60008eqr,2020-03-13T04:18:17.040Z,"Potosi, Bolivia",earthquake,4.4,14.9,0.201,7,reviewed,us,us
2020-03-12T22:35:32.720Z,17.8451,-66.8601,4,2.63,md,8,255,0.1314,0.19,pr,pr2020072023,2020-03-13T02:21:15.601Z,"Puerto Rico region",earthquake,1.08,0.71,0.33,5,reviewed,pr,pr
2020-03-12T17:13:37.610Z,17.8,-66.9176,9,2.84,md,7,247,0.1793,0.48,pr,pr2020072017,2020-03-13T00:09:59.040Z,"Puerto Rico region",earthquake,2.17,1.34,0.32,4,reviewed,pr,pr
2020-03-12T15:55:39.530Z,17.9736,-66.7306,7,2.85,md,6,193,0.1423,0.13,pr,pr2020072014,2020-03-12T17:04:14.551Z,"Puerto Rico region",earthquake,1.38,0.4,0.18,3,reviewed,pr,pr
2020-03-12T15:44:02.725Z,32.7316,85.3695,10,5,mb,,26,4.917,0.78,us,us60008ecp,2020-03-14T15:23:06.040Z,"western Xizang",earthquake,7.6,1.8,0.053,113,reviewed,us,us
2020-03-12T14:29:12.120Z,17.8113,-66.8886,6,2.65,md,5,269,0.1641,0.09,pr,pr2020072013,2020-03-12T14:53:41.719Z,"Puerto Rico region",earthquake,0.95,0.86,0.24,2,reviewed,pr,pr
2020-03-12T13:08:21.330Z,17.9195,-66.9631,10,2.59,ml,8,232,0.1006,0.16,pr,pr2020072012,2020-03-12T15:08:49.040Z,"Puerto Rico region",earthquake,1,0.85,0,0,reviewed,pr,pr
2020-03-12T09:53:42.140Z,18.6493,-64.41,40,3.4,md,5,349,1.5256,0.31,pr,pr2020072009,2020-03-12T13:38:26.485Z,"Virgin Islands region",earthquake,7.3,18.77,0.27,2,reviewed,pr,pr
2020-03-12T08:03:18.752Z,-8.8683,110.5738,88.31,5.1,mb,,91,0.951,0.91,us,us60008e67,2020-03-12T09:55:31.015Z,"Java, Indonesia",earthquake,4.8,5.5,0.077,55,reviewed,us,us
2020-03-12T06:31:51.040Z,17.8891,-66.7946,7,2.69,md,6,243,0.1206,0.04,pr,pr2020072007,2020-03-12T10:21:22.533Z,"Puerto Rico region",earthquake,0.73,0.36,0.2,3,reviewed,pr,pr
2020-03-12T04:42:38.180Z,17.983,-67.0366,7,2.96,md,8,197,0.0766,0.11,pr,pr2020072006,2020-03-13T10:38:03.932Z,"Puerto Rico",earthquake,0.99,0.43,0.36,5,reviewed,pr,pr
2020-03-12T03:46:33.372Z,38.4234,-96.8947,13.01,2.6,mb_lg,,97,0.712,0.4,us,us60008e44,2020-03-13T11:46:07.479Z,"Kansas",earthquake,2,8.1,0.069,54,reviewed,us,us
2020-03-12T03:19:27.000Z,18.0203,-66.7796,16,2.53,md,5,163,0.1094,0.1,pr,pr2020072005,2020-03-12T03:30:39.801Z,"Puerto Rico",earthquake,2.029,1.46,0.39,5,reviewed,pr,pr
2020-03-12T01:05:57.960Z,18.0061,-66.7355,18,2.63,md,6,185,0.1344,0.05,pr,pr2020072002,2020-03-12T01:38:20.890Z,"Puerto Rico",earthquake,0.83,0.45,0.23,4,reviewed,pr,pr
2020-03-12T00:04:27.460Z,17.9046,-66.8978,10,2.64,md,7,234,0.0729,0.06,pr,pr2020072000,2020-03-12T00:55:51.654Z,"Puerto Rico region",earthquake,0.7,0.48,0.24,4,reviewed,pr,pr
2020-03-11T23:53:09.620Z,17.8933,-66.8411,14,2.73,md,7,238,0.0902,0.14,pr,pr2020071030,2020-03-12T00:29:37.565Z,"Puerto Rico region",earthquake,1.43,0.83,0.26,5,reviewed,pr,pr
2020-03-11T23:22:37.470Z,17.9098,-66.7513,6,2.61,md,8,240,0.1436,0.07,pr,pr2020071032,2020-03-12T07:25:10.066Z,"Puerto Rico region",earthquake,0.8,0.35,0.3,6,reviewed,pr,pr
2020-03-11T21:16:04.690Z,17.951,-66.8043,16,2.7,md,6,217,0.0787,0.09,pr,pr2020071027,2020-03-11T22:56:28.838Z,"Puerto Rico region",earthquake,1.12,0.54,0.32,4,reviewed,pr,pr
2020-03-11T19:58:44.710Z,17.8766,-66.8626,13,2.64,md,7,244,0.0999,0.07,pr,pr2020071026,2020-03-16T18:00:28.040Z,"Puerto Rico region",earthquake,0.96,0.3,0.34,3,reviewed,pr,pr
2020-03-11T19:09:31.810Z,17.8891,-66.7478,6,3.32,md,8,248,0.157,0.08,pr,pr2020071024,2020-03-12T17:06:17.946Z,"Puerto Rico region",earthquake,0.68,0.43,0.23,5,reviewed,pr,pr
2020-03-11T17:42:29.440Z,17.9248,-66.9535,4,3.11,md,7,244,0.0897,0.13,pr,pr2020071023,2020-03-11T21:55:53.040Z,"Puerto Rico region",earthquake,0.83,0.59,0.34,4,reviewed,pr,pr
2020-03-11T17:11:20.543Z,38.7066,69.6056,10,4.2,mb,,84,0.353,1,us,us60008gkt,2020-03-17T18:15:22.040Z,"Tajikistan",earthquake,2.5,2,0.304,3,reviewed,us,us
2020-03-11T16:49:25.759Z,15.8225,-96.3883,35.95,4.3,mb,,215,2.711,0.95,us,us60008dr6,2020-03-17T04:59:47.306Z,"Oaxaca, Mexico",earthquake,10.3,14,0.084,40,reviewed,us,us
2020-03-11T14:19:27.846Z,31.9655,78.6522,35,4.1,mb,,173,4.834,0.75,us,us60008dp6,2020-03-11T15:38:19.040Z,"western Xizang-India border region",earthquake,3.1,2,0.234,5,reviewed,us,us
2020-03-11T13:57:35.173Z,-21.6078,-68.3588,100.84,4.6,mww,,41,0.842,0.69,us,us60008dnh,2020-03-11T14:27:57.040Z,"Antofagasta, Chile",earthquake,6.5,5.5,0.08,15,reviewed,us,us
2020-03-11T13:50:46.456Z,15.8892,-96.5894,33.2,4.3,mb,,215,2.521,0.82,us,us60008dmy,2020-03-11T21:16:15.305Z,"Oaxaca, Mexico",earthquake,13.1,6.5,0.048,123,reviewed,us,us
2020-03-11T13:43:34.990Z,17.9658,-66.829,13,3.02,md,7,228,0.0511,0.19,pr,pr2020071017,2020-03-12T01:35:24.959Z,"Puerto Rico",earthquake,1.53,1,0.29,3,reviewed,pr,pr
2020-03-11T12:38:12.090Z,17.9176,-66.848,16,2.68,md,5,229,0.0654,0.14,pr,pr2020071016,2020-03-11T20:40:47.414Z,"Puerto Rico region",earthquake,1.43,0.81,0.3,3,reviewed,pr,pr
2020-03-11T10:43:39.657Z,43.2925,-73.6371,12.55,3.1,mb_lg,,51,0.094,0.32,us,us60008dlh,2020-03-17T15:21:10.836Z,"New York",earthquake,2.1,4.3,0.058,78,reviewed,us,us
2020-03-11T10:28:42.870Z,17.9426,-66.8543,18,2.65,md,6,234,0.0409,0.11,pr,pr2020071014,2020-03-11T10:55:12.850Z,"Puerto Rico region",earthquake,1.12,0.48,0.13,3,reviewed,pr,pr
2020-03-11T10:24:07.050Z,29.5028,52.162,10,4.2,mb,,86,5.792,0.44,us,us60008dlc,2020-03-11T18:26:51.897Z,"southern Iran",earthquake,7.7,1.9,0.113,22,reviewed,us,us
2020-03-11T09:42:06.850Z,17.9783,-66.8266,16,2.8,md,6,195,0.0527,0.05,pr,pr2020071013,2020-03-11T10:39:45.600Z,"Puerto Rico",earthquake,0.92,0.55,0.15,3,reviewed,pr,pr
2020-03-11T08:39:14.450Z,19.4225,-67.7298,39,3.33,md,6,318,1.0678,0.37,pr,pr2020071012,2020-03-18T07:20:25.040Z,"Puerto Rico region",earthquake,4.26,26.9,0.33,2,reviewed,pr,pr
2020-03-11T08:00:27.060Z,17.9033,-66.8695,7,2.51,md,5,235,0.0725,0.05,pr,pr2020071011,2020-03-11T08:12:47.340Z,"Puerto Rico region",earthquake,1.17,0.35,0.23,2,reviewed,pr,pr
2020-03-11T07:07:41.460Z,17.9448,-66.8501,12,3.22,md,8,217,0.042,0.15,pr,pr2020071010,2020-03-18T07:04:30.040Z,"Puerto Rico region",earthquake,1.16,0.57,0.19,4,reviewed,pr,pr
2020-03-11T07:06:55.288Z,43.1316,80.3487,10,4.2,mb,,63,1.566,1.4,us,us60008djf,2020-03-18T06:59:33.040Z,"Kazakhstan-Xinjiang border region",earthquake,6.6,1.9,0.159,11,reviewed,us,us
2020-03-11T06:55:56.090Z,17.8316,-66.8601,9,3.03,md,7,259,0.1448,0.06,pr,pr2020071009,2020-03-18T06:38:51.040Z,"Puerto Rico region",earthquake,0.63,0.95,0.22,4,reviewed,pr,pr
2020-03-11T06:43:45.062Z,17.5475,-95.5203,35.47,4.5,mb,,137,2.906,0.76,us,us60008diy,2020-03-11T20:47:21.443Z,"Oaxaca, Mexico",earthquake,8.8,10.6,0.044,154,reviewed,us,us
2020-03-11T06:39:53.880Z,17.9083,-66.8728,9,2.58,md,6,232,0.0671,0.05,pr,pr2020071008,2020-03-11T06:52:59.757Z,"Puerto Rico region",earthquake,0.84,0.52,0.38,2,reviewed,pr,pr
2020-03-11T06:19:59.090Z,17.8295,-66.8543,7,2.58,md,6,258,0.1477,0.09,pr,pr2020071007,2020-03-11T06:53:17.589Z,"Puerto Rico region",earthquake,0.92,0.45,0.41,5,reviewed,pr,pr
2020-03-11T05:36:36.130Z,19.0563,-64.9396,32,3.63,md,4,336,1.2894,0.14,pr,pr2020071006,2020-03-18T05:31:33.040Z,"Virgin Islands region",earthquake,2.23,12.69,0.15,3,reviewed,pr,pr
2020-03-11T05:17:01.160Z,17.8353,-66.8651,10,2.65,md,6,257,0.1405,0.07,pr,pr2020071005,2020-03-11T05:53:35.673Z,"Puerto Rico region",earthquake,0.65,0.96,0.46,6,reviewed,pr,pr
2020-03-11T05:15:51.450Z,17.8336,-66.865,10,2.54,md,6,258,0.1422,0.06,pr,pr2020071004,2020-03-11T05:36:50.592Z,"Puerto Rico region",earthquake,0.65,0.9,0.41,6,reviewed,pr,pr
2020-03-11T02:42:43.110Z,38.2466,74.0685,161.03,4.3,mb,,87,2.155,0.57,us,us60008dh0,2020-03-11T02:55:24.040Z,"Tajikistan",earthquake,8,13.3,0.238,5,reviewed,us,us
2020-03-11T02:22:08.560Z,17.9203,-66.9945,13,2.84,md,5,237,0.1277,0.08,pr,pr2020071000,2020-03-11T03:11:09.645Z,"Puerto Rico region",earthquake,1.05,0.63,0.09,2,reviewed,pr,pr
